,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Phone,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Phone,rtable_Cuisines,rtable_Take Out,label
819,819,2084,2021,yopparai sake bar & restaurant,151 rivington st ,"151 rivington st new york city, ny 10002-2433",+1 212-777-7253,Japanese;Asian,No,yopparai,151 rivington stfl 1,151 rivington stfl 1new york ny 10002,(212) 777-7253,Japanese,No,1
821,821,2093,3158,brasserie ruhlmann,45 rockefeller plz ,"45 rockefeller plz new york city, ny 10111-0100",+1 212-974-2020,French;Vegetarian Friendly;Gluten Free Options,Yes,brasserie ruhlmann,45 rockefeller plz,45 rockefeller plznew york ny 10111,(212) 974-2020,French;Brasseries,Yes,1
826,826,2124,2592,glass house tavern,252 w 47th st ,"252 w 47th st new york city, ny 10036-1415",+1 212-730-4800,American;Bar;Vegetarian Friendly,Yes,glass house tavern,252 w 47th st,252 w 47th stnew york ny 10036,(212) 730-4800,American (New);Diners;Bars,Yes,1
828,828,2133,2390,bar bolonat,611 hudson st ,"611 hudson st new york city, ny 10014-1813",+1 212-392-7545,Mediterranean;Middle Eastern;Israeli,No,bar bolonat,611 hudson st,611 hudson stnew york ny 10014,(212) 390-1545,Mediterranean,No,1
829,829,2142,2455,bodega negra,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",+1 646-625-4821,Mexican;Latin;Spanish,No,bodega negra,355 w 16th stdream downtown,355 w 16th stdream downtownnew york ny 10011,(212) 229-2336,Mexican,No,1
831,831,2142,2821,bodega negra,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",+1 646-625-4821,Mexican;Latin;Spanish,No,electric room,355 w 16th st,355 w 16th stnew york ny 10011,(212) 229-2511,Bars,No,0
834,834,2149,708,essex restaurant,120 essex st ,"120 essex st new york city, ny 10002-3211",+1 212-533-9616,American;Contemporary;Fusion,No,ni japanese delicacies,120 essex st,120 essex stnew york ny 10002,(646) 675-4324,Japanese;Delis,Yes,0
835,835,2150,1997,balthazar,80 spring st ,"80 spring st new york city, ny 10012-3907",+1 212-965-1414,French;European;Soups,No,balthazar restaurant,80 spring st,80 spring stnew york ny 10012,(212) 965-1414,French;Breakfast & Brunch,Yes,1
843,843,2167,2982,48 lounge,1221 avenue of the americas ,"1221 avenue of the americas new york city, ny 10020-1001",+1 212-554-4848,American;Bar;Spanish,No,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,(212) 459-1222,Steakhouses,No,0
847,847,2181,2103,the press lounge,653 11th ave ,"653 11th ave new york city, ny 10036-2004",+1 212-757-2224,Bar,No,the press lounge,653 11th avefl 16,653 11th avefl 16new york ny 10036,(212) 757-2224,Lounges,No,1
848,848,2183,2391,the fat radish,17 orchard st ,"17 orchard st new york city, ny 10002-6164",+1 212-300-4053,American;Vegetarian Friendly;Vegan Options,No,the fat radish,17 orchard st,17 orchard stnew york ny 10002,(212) 300-4053,British;American (New),Yes,1
854,854,2191,2875,hale and hearty soup,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",+1 212-265-2117,Soups;Vegetarian Friendly,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,(212) 632-5000,Cocktail Bars;Venues & Event Spaces;American (New),No,0
858,858,2202,2840,dera restaurant,103 lexington ave ,"103 lexington ave new york city, ny 10016-8918",+1 212-252-9600,,No,lexington club,1032 lexington ave,1032 lexington avenew york ny 10021,(212) 249-5700,Steakhouses,Yes,0
859,859,2206,2286,natsumi,226 w 50th st ,"226 w 50th st new york city, ny 10019-6702",+1 212-258-2988,Japanese;Sushi;Asian,Yes,natsumi,226 w 50th st,226 w 50th stnew york ny 10019,(212) 258-2988,Sushi Bars;Japanese;Lounges,Yes,1
861,861,2209,2982,world famous ray's pizza,595 avenue of the americas ,"595 avenue of the americas new york city, ny 10011-2016",+1 212-620-4181,Italian;Pizza;Fast Food,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,(212) 459-1222,Steakhouses,No,0
862,862,2214,2598,danish dogs,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",+1 646-568-4018,Scandinavian;Danish;Fast Food,No,grand central oyster bar,89 e 42nd st,89 e 42nd stnew york ny 10017,(212) 490-6650,Seafood,Yes,0
865,865,2219,2492,el quijote,226 w 23rd st ,"226 w 23rd st new york city, ny 10011-2301",+1 212-929-1855,Latin;Seafood;Spanish,Yes,el quijote,226 w 23rd st,226 w 23rd stnew york ny 10011,(212) 929-1855,Spanish;Basque,Yes,1
866,866,2220,1374,cha-an,230 e 9th st ,"230 e 9th st new york city, ny 10003-7503",+1 212-228-8030,Japanese;Asian,No,cha-an,230 e 9th stfl 2,230 e 9th stfl 2new york ny 10003,(212) 228-8030,Japanese;Tea Rooms,Yes,1
872,872,2230,1919,the eddy,342 e 6th st ,"342 e 6th st new york city, ny 10003-8727",+1 646-895-9884,American,No,the eddy,342 e 6th st,342 e 6th stnew york ny 10003,(646) 895-9884,American (New);Cocktail Bars;Wine Bars,No,1
873,873,2231,1514,joseph leonard,170 waverly pl ,"170 waverly pl new york city, ny 10014-3845",+1 646-429-8383,American;Gastropub;Vegetarian Friendly,No,joseph leonard,170 waverly pl,170 waverly plnew york ny 10014,(646) 429-8383,American (New);French,No,1
874,874,2232,2123,death & co,433 e 6th st ,"433 e 6th st new york city, ny 10009-6335",+1 212-388-0882,Bar,No,death & co,433 e 6th st,433 e 6th stnew york ny 10009,(212) 388-0882,Lounges;Cocktail Bars,No,1
878,878,2237,2091,birdland,315 w 44th st ,"315 w 44th st new york city, ny 10036-5402",+1 212-581-3080,American;Bar,No,birdland jazz club,315 w 44th st,315 w 44th stnew york ny 10036,(212) 581-3080,Jazz & Blues;Cajun/Creole;Cabaret,No,1
882,882,2248,2382,garden deli,801 avenue of the americas ,"801 avenue of the americas new york city, ny 10001-6311",+1 212-691-2345,,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
885,885,2252,1932,k rico,772 9th ave ,"772 9th ave new york city, ny 10019-6327",+1 212-757-9393,American;Steakhouse;Latin,Yes,k rico,772 9th ave,772 9th avenew york ny 10019,(212) 757-9393,Bars;Steakhouses;Breakfast & Brunch,No,1
886,886,2254,1511,pio pio 8,604 10th ave ,"604 10th ave new york city, ny 10036-3007",+1 212-459-2929,Spanish;South American;Peruvian,Yes,pio pio 8,604 10th ave,604 10th avenew york ny 10036,(212) 459-2929,Latin American;Peruvian,Yes,1
888,888,2261,810,tacos grand central,153 e 43rd st ,"153 e 43rd st new york city, ny 10017-4018",+1 212-867-5545,Mexican;Latin;Fast Food,Yes,tacos grand central,153 e 43rd st,153 e 43rd stnew york ny 10017,(212) 867-5545,Mexican,Yes,1
890,890,2266,2521,the waverly inn and garden,16 bank st ,"16 bank st new york city, ny 10014-5231",+1 212-243-7900,American;Vegetarian Friendly;Gluten Free Options,No,the waverly inn,16 bank st,16 bank stnew york ny 10014,(917) 828-1154,American (New),No,0
892,892,2270,3146,sarabeth's central park south,40 central park s ,"40 central park s new york city, ny 10019-1633",+1 212-826-5959,American;Soups;Vegetarian Friendly,Yes,bobby van’s cps,40 central park s,40 central park snew york ny 10019,(212) 369-4000,Steakhouses;American (New),Yes,0
893,893,2284,1044,charles pan fried chicken,2461 frederick douglass blvd ,"2461 frederick douglass blvd new york city, ny 10027-7766",+1 212-281-1800,American,Yes,serengeti teas & spices,2292 frederick douglass blvd,2292 frederick douglass blvdnew york ny 10027,(212) 866-7100,Coffee & Tea;Tea Rooms,Yes,0
902,902,2300,2502,da marino restaurant,220 w 49th st ,"220 w 49th st new york city, ny 10019-7562",+1 212-541-6601,Italian;Vegetarian Friendly;Vegan Options,Yes,da marino,220 w 49th st,220 w 49th stnew york ny 10019,(212) 541-6601,Italian,Yes,1
903,903,2301,1993,little branch,20 7th ave ,"20 7th ave new york city, ny 10011-6608",+1 212-929-4360,,No,little branch,22 7th ave s,22 7th ave snew york ny 10014,(212) 929-4360,Lounges;Cocktail Bars,No,1
915,915,2332,1853,pig and khao,68 clinton st ,"68 clinton st new york city, ny 10002-2408",+1 212-920-4485,Asian;Gluten Free Options;Vegetarian Friendly,No,pig and khao,68 clinton st,68 clinton stnew york ny 10002,(347) 704-2398,Filipino;Thai;Asian Fusion,No,1
923,923,2380,919,faicco's pork store,260 bleecker st ,"260 bleecker st new york city, ny 10014-4128",+1 212-243-1974,Italian,Yes,faicco’s italian specialties,260 bleecker st,260 bleecker stnew york ny 10014,(212) 243-1974,Meat Shops;Italian,Yes,1
931,931,2426,448,chapati house,3153 broadway ,"3153 broadway new york city, ny 10027-4139",+1 212-749-7200,,No,chapati house,3153 broadway,3153 broadwaynew york ny 10027,(212) 749-7200,Indian,Yes,1
932,932,2427,876,kiss my slice,274 w 40th st ,"274 w 40th st new york city, ny 10018-1519",+1 212-391-9524,Italian;Pizza;Fast Food,Yes,kiss my slice,274 w 40th st,274 w 40th stnew york ny 10018,(212) 391-9524,Pizza;Italian,Yes,1
933,933,2428,1044,harlem burger co.,2190 frederick douglass blvd ,"2190 frederick douglass blvd new york city, ny 10026-1117",+1 212-222-9899,,No,serengeti teas & spices,2292 frederick douglass blvd,2292 frederick douglass blvdnew york ny 10027,(212) 866-7100,Coffee & Tea;Tea Rooms,Yes,0
935,935,2429,1471,pippali,129 e 27th st ,"129 e 27th st new york city, ny 10016-8959",+1 212-689-1999,Indian;Asian;Vegetarian Friendly,Yes,pippali,129 e 27th st,129 e 27th stnew york ny 10016,(212) 689-1999,Indian,Yes,1
939,939,2437,2895,mike's bistro,127 e 54th st ,"127 e 54th st new york city, ny 10022-4512",+1 212-799-3911,American;Contemporary;Kosher,No,mike’s bistro,127 e 54th st,127 e 54th stnew york ny 10022,(347) 348-0477,American (New);Kosher,Yes,1
943,943,2453,2551,morrell wine bar & cafe,1 rockefeller plz ,"1 rockefeller plz new york city, ny 10020-2003",+1 212-262-7700,American;Bar;Wine Bar,No,morrell wine bar & cafe,1 rockefeller plz 49th st,1 rockefeller plz 49th stnew york ny 10020,(212) 262-7700,Wine Bars;American (New);Cafes,Yes,1
944,944,2459,3085,the loopy doopy rooftop bar,102 n end ave ,"102 n end ave new york city, ny 10282-1238",+1 212-945-0100,Bar,No,conrad new york hotel,102 n end ave,102 n end avenew york ny 10282,(212) 945-0100,Hotels,No,0
947,947,2461,2880,sushi amane,245 e 44th st ,"245 e 44th st new york city, ny 10017-4337",+1 646-887-7687,Japanese;Sushi,No,sushi amane,245 e 44th st,245 e 44th stnew york ny 10017,(212) 986-5300,Sushi Bars,No,1
956,956,2489,2972,shuko,47 e 12th st ,"47 e 12th st new york city, ny 10003-4637",+1 212-228-6088,Japanese;Seafood;Sushi,No,shuko,47 e 12th st,47 e 12th stnew york ny 10003,(212) 228-6088,Japanese;Sushi Bars,No,1
957,957,2491,804,papa john's,210 1st ave ,"210 1st ave new york city, ny 10009-3718",+1 212-982-7272,,No,gena’s grill,210 1st ave,210 1st avenew york ny 10009,(212) 473-3700,Dominican;Puerto Rican,Yes,0
959,959,2496,2667,acme,9 great jones st ,"9 great jones st new york city, ny 10012-1128",+1 212-203-2121,Vegetarian Friendly,No,acme,9 great jones st,9 great jones stnew york ny 10012,(212) 203-2121,American (New),No,1
964,964,2520,2012,uncle gussy's,345 park ave ,"345 park ave new york city, ny 10154-0004",+1 929-600-1111,Greek;Mediterranean,Yes,upland,345 park ave s,345 park ave snew york ny 10010,(212) 686-1006,American (New),No,0
969,969,2532,657,sacco pizza,819 9th ave ,"819 9th ave new york city, ny 10019-4461",+1 212-582-7765,Italian;Pizza;Vegetarian Friendly,Yes,sacco pizza,819 9th ave,819 9th avenew york ny 10019,(212) 582-7765,Pizza,Yes,1
970,970,2533,2434,bluestone lane,1114 avenue of the americas ,"1114 avenue of the americas new york city, ny 10036-7703",+1 212-764-0044,Cafe;Australian;Vegan Options,Yes,stk midtown,1114 avenue of the americas,1114 avenue of the americasnew york ny 10036,(646) 624-2455,Steakhouses;American (New);Cocktail Bars,No,0
976,976,2534,1166,dizengoff,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-833-7097,Israeli;Mediterranean;Middle Eastern,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,(646) 568-1223,Seafood;Wine Bars,No,0
981,981,2542,711,red mango,11 w 32nd st ,"11 w 32nd st new york city, ny 10001-3819",+1 212-290-7650,,No,sweet churros,11 w 32nd st,11 w 32nd stnew york ny 10001,(917) 847-1878,Coffee & Tea;Desserts;Ice Cream & Frozen Yogurt,Yes,0
983,983,2549,2463,red farm,2170 broadway ,"2170 broadway new york city, ny 10024-6642",+1 212-724-9700,Chinese;Asian;Vegetarian Friendly,Yes,redfarm,2170 broadway,2170 broadwaynew york ny 10024,(212) 724-9700,Dim Sum;Cantonese;Asian Fusion,Yes,1
989,989,2562,2982,waverly diner,385 avenue of the americas ,"385 avenue of the americas new york city, ny 10014-3516",+1 212-675-3181,American;Cafe;Diner,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,(212) 459-1222,Steakhouses,No,0
992,992,2571,2840,arlington club,1032 lexington ave ,"1032 lexington ave new york city, ny 10021-3505",+1 212-249-5700,Sushi;American;Steakhouse,No,lexington club,1032 lexington ave,1032 lexington avenew york ny 10021,(212) 249-5700,Steakhouses,Yes,1
994,994,2573,2383,au bon pain,1251 avenue of the americas ,"1251 avenue of the americas new york city, ny 10020-1104",+1 212-921-5908,Cafe;Soups;Fast Food,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
996,996,2575,5,creamline,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-410-2040,American;Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
999,999,2575,1086,creamline,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-410-2040,American;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1003,1003,2575,1549,creamline,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-410-2040,American;Fast Food,Yes,dizengoff nyc,75 9th ave,75 9th avenew york ny 10011,(646) 833-7097,Middle Eastern,Yes,0
1008,1008,2582,1642,yuca bar,111 avenue a ,"111 avenue a new york city, ny 10009-5809",+1 212-982-9533,Latin;Spanish;Central American,Yes,yuca bar,111 avenue a,111 avenue anew york ny 10009,(212) 982-9533,Latin American;Tapas Bars;Cocktail Bars,Yes,1
1010,1010,2586,2195,untitled,99 gansevoort st ,"99 gansevoort st new york city, ny 10014-1404",+1 212-570-3670,American;Vegetarian Friendly;Vegan Options,No,untitled,99 gansevoort st,99 gansevoort stnew york ny 10014,(212) 570-3670,American (New);Breakfast & Brunch;Wine Bars,No,1
1019,1019,2615,2429,knickerbocker bar & grill,33 university pl ,"33 university pl new york city, ny 10003-4512",+1 212-228-8490,American;Steakhouse;Bar,No,knickerbocker bar & grill,33 university pl,33 university plnew york ny 10003,(212) 228-8490,American (Traditional),Yes,1
1021,1021,2619,2133,il buco,47 bond st ,"47 bond st new york city, ny 10012-2450",+1 212-533-1932,Italian;Mediterranean;Vegetarian Friendly,No,il buco,47 bond st,47 bond stnew york ny 10012,(212) 533-1932,Italian;Mediterranean,No,1
1023,1023,2625,1944,blossom vegan restaurant,187 9th ave ,"187 9th ave new york city, ny 10011-4906",+1 212-627-1144,American;Vegetarian Friendly;Vegan Options,Yes,blossom,187 9th ave,187 9th avenew york ny 10011,(212) 627-1144,Vegetarian;Vegan,Yes,1
1029,1029,2642,943,nish nush,88 reade st ,"88 reade st new york city, ny 10013-3814",+1 212-964-1318,Fast Food;Mediterranean;Middle Eastern,Yes,nish nush,88 reade st,88 reade stnew york ny 10013,(212) 964-1318,Middle Eastern;Moroccan;Greek,Yes,1
1030,1030,2644,1828,kings of kobe,790 9th ave ,"790 9th ave new york city, ny 10019-5613",+1 212-247-3703,American,Yes,kings of kobe,790 9th ave,790 9th avenew york ny 10019,(212) 247-3703,Hot Dogs;Burgers;Breakfast & Brunch,Yes,1
1031,1031,2646,2608,upstairs at the kimberly,145 e 50th st ,"145 e 50th st new york city, ny 10022-9502",+1 212-702-1600,American;Bar,No,upstairs at the kimberly,145 e 50th stfl 31,145 e 50th stfl 31new york ny 10022,(212) 888-1220,Lounges;Breakfast & Brunch;Sandwiches,No,1
1032,1032,2651,1331,curry-ya,214 e 10th st ,"214 e 10th st new york city, ny 10003-7706",+1 212-995-2877,Asian;Japanese,Yes,hi-collar,214 e 10th st,214 e 10th stnew york ny 10003,(212) 777-7018,Japanese;Coffee & Tea;Bars,No,0
1034,1034,2652,3153,the john dory oyster bar,1196 broadway ,"1196 broadway new york city, ny 10001-5406",+1 212-792-9000,Bar;Seafood;Gluten Free Options,No,the john dory oyster bar,1196 broadway,1196 broadwaynew york ny 10001,(212) 792-9000,Seafood;Bars,No,1
1037,1037,2654,2752,salumeria rosi,283 amsterdam ave ,"283 amsterdam ave new york city, ny 10023-2103",+1 212-877-4800,Italian;Vegetarian Friendly;Vegan Options,Yes,kennedy’s chicken & grill,2083 amsterdam ave,2083 amsterdam avenew york ny 10032,(212) 568-3834,Chicken Wings,No,0
1042,1042,2669,1695,amer,1798 lexington ave ,"1798 lexington ave new york city, ny 10029-2811",+1 212-722-1290,Middle Eastern,No,vezzo,178 lexington ave,178 lexington avenew york ny 10016,(212) 839-8300,Pizza;Salad;Pasta Shops,Yes,0
1047,1047,2676,26,taim west village,222 waverly pl ,"222 waverly pl new york city, ny 10014-2404",+1 212-691-1287,Fast Food;Mediterranean;Middle Eastern,Yes,taim west village,222 waverly pl,222 waverly plnew york ny 10014,(212) 691-1287,Vegetarian;Falafel,Yes,1
1050,1050,2679,2342,celon cocktail bar & lounge,40 w 40th st ,"40 w 40th st new york city, ny 10018-2602",+1 212-642-2257,Bar;International;Mediterranean,No,koi restaurant,40 w 40th st,40 w 40th stnew york ny 10018,(212) 921-3330,Sushi Bars;Japanese,No,0
1051,1051,2679,2343,celon cocktail bar & lounge,40 w 40th st ,"40 w 40th st new york city, ny 10018-2602",+1 212-642-2257,Bar;International;Mediterranean,No,bryant park hotel,40 w 40th st,40 w 40th stnew york ny 10018,(212) 869-0100,Hotels,No,0
1053,1053,2681,1253,norma,438 3rd ave ,"438 3rd ave new york city, ny 10016-6040",+1 212-889-0600,Italian;Pizza;Mediterranean,Yes,norma gastronomia siciliana,438 3rd ave,438 3rd avenew york ny 10016,(347) 354-4669,Italian;Pizza,Yes,0
1054,1054,2682,2406,cucharamama,"233 clinton st hoboken, nj 07030-255","233 clinton st hoboken, nj 07030-2554",+1 201-420-1700,Latin;South American;Spanish,No,cucharamama,233 clinton sthoboken ,233 clinton sthoboken nj 07030,(201) 420-1700,Latin American;Beer Bar;Cocktail Bars,Yes,1
1058,1058,2688,1284,earl's beer and cheese,1259 park ave ,"1259 park ave new york city, ny 10029-7119",+1 212-289-1581,American;Bar;Pub,Yes,earl’s beer & cheese,1259 park ave,1259 park avenew york ny 10029,(212) 289-1581,Bars;Comfort Food,Yes,1
1059,1059,2690,2957,wolfgang's steakhouse,4 park ave ,"4 park ave new york city, ny 10016-5339",+1 212-889-3369,American;Steakhouse;Gluten Free Options,No,wolfgang’s steakhouse,4 park ave,4 park avenew york ny 10016,(212) 889-3369,Steakhouses,No,1
1061,1061,2694,1102,izakaya mew,53 w 35th st ,"53 w 35th st new york city, ny 10001-2219",+1 646-368-9384,Japanese;Sushi;Asian,Yes,izakaya mew,53 w 35th st,53 w 35th stnew york ny 10001,(646) 368-9384,Tapas Bars;Sushi Bars;Izakaya,Yes,1
1062,1062,2695,1965,boqueria ues,1460 2nd ave ,"1460 2nd ave new york city, ny 10075-2273",+1 212-255-4160,Mediterranean;Spanish;Vegetarian Friendly,Yes,boqueria - upper eat side,1460 2nd ave,1460 2nd avenew york ny 10075,(646) 845-9060,Tapas/Small Plates;Spanish;Tapas Bars,Yes,0
1066,1066,2699,1610,make sandwich,135 4th ave ,"135 4th ave new york city, ny 10003-4931",+1 212-398-2602,American,No,make sandwich,135 4th ave,135 4th avenew york ny 10003,(212) 398-2602,Sandwiches,Yes,1
1067,1067,2707,1384,pepe rosso social,173 mott st ,"173 mott st new york city, ny 10013-4230",+1 212-219-0019,Italian;Vegetarian Friendly,Yes,pepe rosso social,173 mott st,173 mott stnew york ny 10013,(212) 219-0019,Italian,Yes,1
1068,1068,2711,2362,tao,42 e 58th st ,"42 e 58th st new york city, ny 10022-1910",+1 212-888-2288,Chinese;Japanese;Sushi,No,tao uptown,42 e 58th st,42 e 58th stnew york ny 10022,(212) 888-2288,Asian Fusion,Yes,1
1069,1069,2716,650,la bonbonniere,28 8th ave ,"28 8th ave new york city, ny 10014-1803",+1 212-741-9266,American;Cafe;Diner,Yes,la bonbonniere,28 8th ave,28 8th avenew york ny 10014,(212) 741-9266,Breakfast & Brunch;Burgers;Diners,Yes,1
1071,1071,2723,2139,caffe dei fiori,973 lexington ave ,"973 lexington ave new york city, ny 10021-5101",+1 212-327-3400,Italian;Mediterranean;Contemporary,No,caffe dei fiori,973 lexington ave,973 lexington avenew york ny 10021,(212) 327-3400,Italian,Yes,1
1076,1076,2737,1925,soba totto,211 e 43rd st ,"211 e 43rd st new york city, ny 10017-4707",+1 212-557-8200,Japanese;Asian;Vegetarian Friendly,No,sakagura,211 e 43rd st,211 e 43rd stnew york ny 10017,(212) 953-7253,Japanese,No,0
1077,1077,2740,1100,luke's lobster east village,93 e 7th st ,"93 e 7th st new york city, ny 10009-5702",+1 212-387-8487,American;Seafood;Fast Food,Yes,luke’s lobster east village,93 e 7th st,93 e 7th stnew york ny 10009,(212) 387-8487,Seafood,Yes,1
1078,1078,2741,2548,per se,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",+1 212-823-9335,French;American;Vegetarian Friendly,No,ascent lounge,10 columbus cirfl 4,10 columbus cirfl 4new york ny 10019,(212) 823-9770,Cocktail Bars;Venues & Event Spaces;Lounges,No,0
1080,1080,2741,2596,per se,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",+1 212-823-9335,French;American;Vegetarian Friendly,No,landmarc,10 columbus cirfl 3,10 columbus cirfl 3new york ny 10019,(212) 823-6123,Breakfast & Brunch;American (New);Bars,Yes,0
1082,1082,2741,2890,per se,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",+1 212-823-9335,French;American;Vegetarian Friendly,No,porter house bar and grill,10 columbus cir,10 columbus cirnew york ny 10019,(212) 823-9500,Steakhouses;American (New);Cocktail Bars,No,0
1086,1086,2746,2370,vandal,199 bowery ,"199 bowery new york city, ny 10002-2853",+1 212-400-0199,American;Vegetarian Friendly;Vegan Options,No,vandal,199 bowery,199 bowerynew york ny 10002,(212) 400-0199,Lounges,No,1
1089,1089,2751,2270,nur,34 e 20th st ,"34 e 20th st new york city, ny 10003-1321",+1 212-505-3420,Mediterranean;Middle Eastern;Israeli,No,nur,34 e 20th st,34 e 20th stnew york ny 10003,(212) 505-3420,Middle Eastern,No,1
1090,1090,2753,740,johnny's bar,90 greenwich ave ,"90 greenwich ave new york city, ny 10011-7744",+1 212-741-5279,Bar;Pub,No,johnny’s bar,90 greenwich ave,90 greenwich avenew york ny 10011,(212) 741-5279,Dive Bars,No,1
1091,1091,2758,2059,mari vanna,41 e 20th st ,"41 e 20th st new york city, ny 10003-1324",+1 212-777-1955,European;Eastern European;Russian,Yes,mari vanna,41 e 20th st,41 e 20th stnew york ny 10003,(212) 777-1955,Russian,Yes,1
1092,1092,2760,1733,root & bone,200 e 3rd st ,"200 e 3rd st new york city, ny 10009-7716",+1 646-682-7080,American,Yes,root & bone,200 e 3rd st,200 e 3rd stnew york ny 10009,(646) 682-7080,Southern;Comfort Food;Desserts,Yes,1
1093,1093,2761,2452,left bank,117 perry st ,"117 perry st new york city, ny 10014-2311",+1 212-727-1170,European;American;Vegetarian Friendly,Yes,left bank,117 perry st,117 perry stnew york ny 10014,(212) 727-1170,American (New),Yes,1
1094,1094,2765,1358,blind tiger ale house,281 bleecker st ,"281 bleecker st new york city, ny 10014-4106",+1 212-462-4682,American;Bar;Pub,No,blind tiger ale house,281 bleecker st,281 bleecker stnew york ny 10014,(212) 462-4682,American (Traditional);Pubs,No,1
1098,1098,2779,1620,westville chelsea,246 w 18th st ,"246 w 18th st new york city, ny 10011-4528",+1 212-924-2223,American;Vegetarian Friendly;Vegan Options,Yes,westville chelsea,246 w 18th st,246 w 18th stnew york ny 10011,(212) 924-2223,American (New);Breakfast & Brunch,Yes,1
1099,1099,2783,5,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-243-2259,,No,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
1101,1101,2783,213,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-243-2259,,No,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1102,1102,2783,1086,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-243-2259,,No,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1103,1103,2783,1087,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-243-2259,,No,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,1
1104,1104,2783,1166,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-243-2259,,No,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,(646) 568-1223,Seafood;Wine Bars,No,0
1114,1114,2796,2584,casa lever,390 park avenue at 53rd street ,"390 park avenue at 53rd street new york city, ny 10022-4608",+1 212-888-2700,Italian;Gluten Free Options;Vegetarian Friendly,No,casa lever,390 park ave,390 park avenew york ny 10022,(212) 888-2700,Italian;Breakfast & Brunch;Lounges,No,1
1116,1116,2803,2033,san carlo osteria piemonte,90 thompson st ,"90 thompson st new york city, ny 10012-3744",+1 212-625-1212,Italian;Mediterranean;Vegetarian Friendly,Yes,san carlo osteria piemonte,90 thompson st,90 thompson stnew york city ny 10012,(212) 625-1212,Italian;Wine Bars;Cocktail Bars,No,1
1117,1117,2806,3136,the wright,1071 5th ave ,"1071 5th ave new york city, ny 10128-0112",+1 212-427-5690,American;Gluten Free Options;Vegetarian Friendly,No,the wright,1071 5th ave1071 5th ave,1071 5th ave1071 5th avenew york ny 10128,(212) 427-5690,American (New),No,1
1119,1119,2811,411,matto espresso,252 w 37th st ,"252 w 37th st new york city, ny 10018-6636",+1 212-244-4281,Italian;American;Cafe,No,madman espresso,336 w 37th st,336 w 37th stnew york ny 10018,(212) 564-7505,Coffee & Tea,Yes,0
1120,1120,2812,436,meatball obsession,510 avenue of the americas ,"510 avenue of the americas new york city, ny 10011-8412",+1 212-260-8646,Fast Food;Italian,Yes,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,(212) 704-9920,Fast Food,Yes,0
1123,1123,2818,1811,five leaves,"18 bedford ave brooklyn, ny 11222-310","18 bedford ave brooklyn, ny 11222-3102",+1 718-383-5345,American;Cafe;Contemporary,Yes,five leaves,18 bedford avebrooklyn ,18 bedford avebrooklyn ny 11222,(718) 383-5345,American (New);Bars,Yes,1
