Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
2387,Limani,45 Rockerfeller PlzNew York NY 10111,(212) 858-9200,Mediterranean;Seafood,12:00 PM,12:00 AM,12:00 PM,10:00 PM,No
2388,The Dutch,131 Sullivan StNew York NY 10012,(212) 677-6200,American (Traditional),10:00 AM,11:30 PM,10:00 AM,11:00 PM,Yes
2389,Empellón - Taqueria,230 W 4th StNew York NY 10014,(212) 367-0999,Mexican;Venues & Event Spaces,11:45 AM,12:00 AM,11:45 AM,11:00 PM,Yes
2390,Bar Bolonat,611 Hudson StNew York NY 10014,(212) 390-1545,Mediterranean,11:00 AM,11:00 PM,11:00 AM,10:00 PM,No
2391,The Fat Radish,17 Orchard StNew York NY 10002,(212) 300-4053,British;American (New),11:00 AM,12:00 AM,11:00 AM,10:00 PM,Yes
2392,The Stone House at Clove Lakes,1150 Clove RdStaten Island NY 10301,(718) 442-3600,Breakfast & Brunch;American (New);Venues & Event Spaces,12:00 PM,11:00 PM,11:00 AM,09:00 PM,Yes
2393,Lafayette,380 Lafayette StNew York NY 10003,(212) 533-3000,French;Brasseries;Bakeries,08:00 AM,11:00 PM,08:00 AM,10:00 PM,Yes
2394,Blenheim,283 W 12th StNew York NY 10014,(212) 243-7073,American (New),11:00 AM,11:00 PM,11:00 AM,10:00 PM,No
2395,Camperdown Elm,441 7th AveBrooklyn NY 11215,(347) 294-4786,American (New),05:30 PM,11:00 PM,05:00 PM,10:00 PM,No
2396,Pietros Ristorante,232 E 43rd StNew York NY 10017,(212) 682-9760,Steakhouses;Italian;Wine Bars,05:30 PM,10:00 PM,CLOSED,CLOSED,Yes
2397,Rosa Mexicano,9 E 18th StNew York NY 10003,(212) 533-3350,Mexican,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
2398,Yamagata,1636 Palisades AveFort Lee NJ 07024,(201) 585-0469,Sushi Bars;Japanese,11:30 AM,10:30 PM,05:00 PM,10:00 PM,Yes
2399,Cafe Fiorello,1900 BroadwayNew York NY 10023,(212) 595-5330,Italian;Pizza;American (Traditional),09:00 AM,12:30 AM,09:00 AM,11:00 PM,Yes
2400,Hanjan,36 W 26th StNew York NY 10010,(212) 206-7226,Korean;Wine Bars,05:00 PM,12:00 AM,05:00 PM,10:00 PM,Yes
2401,Momokawa,68 W 3rd StLocated at Kopi KopiNew York NY 10012,(646) 286-5438,Japanese;Sushi Bars;Tapas/Small Plates,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
2402,Empire Steak House,151 E 50th StNew York NY 10022,(212) 582-6900,Steakhouses;Wine Bars;Seafood,04:00 PM,11:30 PM,11:30 AM,11:00 PM,Yes
2403,The River Palm Terrace,1416 River RdEdgewater NJ 07020,(201) 224-2013,Steakhouses;Seafood,11:30 AM,11:00 PM,04:00 PM,11:00 PM,Yes
2404,Mapo BBQ,14924 41st AveFlushing NY 11355,(718) 886-8292,Korean;Barbeque,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
2405,Tipsy Parson,156 9th AveNew York NY 10011,(212) 620-4545,American (New);Comfort Food;Cocktail Bars,10:00 AM,12:00 AM,10:00 AM,10:00 PM,Yes
2406,Cucharamama,233 Clinton StHoboken NJ 07030,(201) 420-1700,Latin American;Beer Bar;Cocktail Bars,05:00 PM,11:00 PM,11:00 AM,09:00 PM,Yes
2407,Cata Restaurant,245 BoweryNew York NY 10002,(212) 505-2282,Tapas/Small Plates;Cocktail Bars;Mediterranean,05:30 PM,12:00 AM,05:30 PM,10:30 PM,No
2408,Socarrat Paella Bar - Midtown East,953 2nd AveNew York NY 10022,(212) 759-0101,Spanish;Tapas/Small Plates;Wine Bars,11:30 AM,11:30 PM,11:30 AM,11:00 PM,Yes
2409,DeGrezia Ristorante,231 E 50th StNew York NY 10022,(212) 750-5353,Italian,05:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2410,Little Prince,199 Prince StNew York NY 10012,(212) 335-0566,French;Cocktail Bars;Beer Bar,10:00 AM,01:00 AM,10:00 AM,01:00 AM,No
2411,Rosa Mexicano,1063 1st AveNew York NY 10022,(212) 753-7407,Mexican,04:00 PM,11:30 PM,04:00 PM,10:30 PM,Yes
2412,Storico,170 Ctr Park WNew York Historical SocietyNew York NY 10024,(212) 485-9211,Italian;Salad;Coffee & Tea,11:00 AM,10:00 PM,11:00 AM,10:00 PM,No
2413,Vis à Vis Restaurant and Lounge,3100 Ocean PkwyBrooklyn NY 11235,(718) 333-0003,French;Lounges;Russian,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
2414,BOBO,181 W 10th StNew York NY 10014,(212) 488-2626,American (New);French;Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
2415,Fig & Olive - New York,10 E 52nd StNew York NY 10022,(212) 319-2002,Mediterranean;French;Vegetarian,11:30 AM,11:00 PM,11:30 AM,09:00 PM,Yes
2416,NORMA’S,119 W 56th StNew York NY 10019,(212) 708-7460,Breakfast & Brunch;American (New),07:30 AM,03:00 PM,07:30 AM,03:00 PM,No
2417,Chumley’s,86 Bedford StNew York NY 10014,(212) 675-2081,Speakeasies;American (New),05:30 PM,11:45 PM,CLOSED,CLOSED,No
2418,Cote,16 W 22nd StNew York NY 10010,(212) 401-7986,Korean;Steakhouses;Cocktail Bars,05:00 PM,12:00 AM,04:00 PM,09:00 PM,No
2419,Charlie Bird,5 King StNew York NY 10012,(212) 235-7133,Italian,11:30 AM,12:00 AM,11:30 AM,11:00 PM,No
2420,Union Fare Restaurant,5 E 17th StNew York NY 10003,(212) 633-6003,Desserts;Breakfast & Brunch;Cocktail Bars,10:00 AM,11:00 PM,10:00 AM,09:00 PM,Yes
2421,Re Sette,7 W 45th StNew York NY 10036,(212) 221-7530,Bars;American (Traditional);Italian,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
2422,Maya,1191 1st Avebetween 64th St & 65th StNew York NY 10065,(212) 585-1818,Mexican,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
2423,Inakaya,231 W 40th StNew York Times BldgNew York NY 10018,(212) 354-2195,Japanese;Sushi Bars,05:00 PM,10:00 PM,05:00 PM,10:00 PM,Yes
2424,Jamie’s,915 Bloomfield AveClifton NJ 07012,(973) 779-8596,American (New);Bars,04:00 PM,01:00 AM,12:30 PM,01:00 AM,Yes
2425,Liberty House Restaurant,76 Audrey Zapp DrJersey City NJ 07305,(201) 395-0300,American (New);Seafood,12:00 PM,11:00 PM,11:00 AM,09:00 PM,No
2426,Zawa Japanese,354 E 66th StNew York NY 10065,(646) 682-7999,Japanese;Sushi Bars,05:30 PM,11:00 PM,05:00 PM,10:00 PM,Yes
2427,Bada Story,799 Abbott BlvdFort Lee NJ 07024,(201) 886-3888,Korean,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
2428,The Standard Grill,848 Washington StNew York NY 10014,(212) 645-4100,American (Traditional);Lounges;Diners,07:00 AM,04:00 AM,07:00 AM,03:00 AM,Yes
2429,Knickerbocker Bar & Grill,33 University PlNew York NY 10003,(212) 228-8490,American (Traditional),12:00 PM,02:00 AM,12:00 PM,12:00 AM,Yes
2430,Ecco,124 Chambers StNew York NY 10007,(212) 227-7074,Italian,05:00 PM,11:00 PM,CLOSED,CLOSED,Yes
2431,The Black Derby,310 W 4th StNew York NY 10014,(646) 912-9061,American (New);French,11:00 AM,12:30 AM,11:00 AM,10:30 PM,Yes
2432,Edward’s Steak House,239 Marin BlvdJersey City NJ 07302,(201) 761-0000,Steakhouses,04:00 PM,11:00 PM,04:00 PM,09:00 PM,Yes
2433,Mario’s,1657 Richmond RdStaten Island NY 10304,(718) 979-1075,Italian,12:00 PM,11:00 PM,11:00 AM,09:00 PM,Yes
2434,STK Midtown,1114 Avenue of the AmericasNew York NY 10036,(646) 624-2455,Steakhouses;American (New);Cocktail Bars,05:00 PM,12:00 AM,05:00 PM,10:00 PM,No
2435,Bell Book & Candle,141 W 10th StNew York NY 10014,(212) 414-2355,American (New);Bars,05:30 PM,11:00 PM,11:30 AM,10:30 PM,No
2436,Antonucci Cafe,170 E 81st StNew York NY 10028,(212) 570-5100,Italian,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
2437,M. Wells Steakhouse,43-15 Crescent StLong Island City NY 11101,(718) 786-9060,Steakhouses;Wine Bars,05:00 PM,11:00 PM,05:00 PM,10:00 PM,No
2438,Redeye Grill,890 7th AveNew York NY 10106,(212) 541-9000,American (New);Seafood,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
2439,Karasu,166 Dekalb AveWalter'sBrooklyn NY 11217,(347) 223-4811,Japanese;Cocktail Bars,05:30 PM,12:00 AM,05:30 PM,11:00 PM,No
2440,Library Bar at Hudson,Hudson Hotel358 W 58th StNew York NY 10019,(212) 554-6000,Lounges,12:00 PM,01:00 AM,12:00 PM,01:00 AM,No
2441,Bistro Vendome,405 East 58th StNew York NY 10022,(212) 935-9100,French,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
2442,Casa Restaurant,72 Bedford StNew York NY 10014,(212) 366-9410,Brazilian,11:00 AM,12:00 AM,11:00 AM,10:00 PM,Yes
2443,Momofuku Má Pêche,Chambers Hotel15 W 56th StNew York NY 10019,(212) 757-5878,American (New);Breakfast & Brunch,07:00 AM,11:00 PM,07:00 AM,10:00 PM,Yes
2444,Morandi,211 Waverly PlNew York NY 10014,(212) 627-7575,Italian;Desserts;Breakfast & Brunch,10:00 AM,12:00 AM,10:00 AM,11:00 PM,Yes
2445,Autre Kyo Ya,10 Stuyvesant StNew York NY 10003,(212) 598-0454,Japanese;French;Wine Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
2446,Takahachi Tribeca Restaurant,145 Duane StNew York NY 10013,(212) 571-1830,Sushi Bars,05:30 PM,11:00 PM,05:30 PM,10:30 PM,Yes
2447,Bin 14,1314 Washington StHoboken NJ 07030,(201) 963-9463,Wine Bars;Italian,11:00 AM,11:00 PM,09:00 AM,10:00 PM,No
2448,il Buco Alimentari & Vineria,53 Great Jones StNew York NY 10012,(212) 837-2622,Italian,09:00 AM,12:00 AM,09:00 AM,11:00 PM,Yes
2449,Halifax,225 River StFl 1Hoboken NJ 07030,(201) 253-2500,Seafood;American (Traditional);Breakfast & Brunch,07:30 AM,11:00 PM,07:30 AM,10:00 PM,Yes
2450,The House,121 E 17th StNew York NY 10003,(212) 353-2121,American (New),11:00 AM,12:00 AM,11:00 AM,11:30 PM,No
2451,Ristorante Grifone,244 E 46th StNew York NY 10017,(212) 490-7275,Italian,05:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2452,Left Bank,117 Perry StNew York NY 10014,(212) 727-1170,American (New),11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2453,The Ribbon,20 W 72nd StNew York NY 10023,(347) 504-7541,American (New),10:00 AM,12:00 AM,10:00 AM,11:00 PM,Yes
2454,Onegin,391 6th AveNew York NY 10014,(212) 924-8001,Russian,12:00 PM,02:00 AM,12:00 PM,12:00 AM,Yes
2455,Bodega Negra,355 W 16th StDream DowntownNew York NY 10011,(212) 229-2336,Mexican,05:30 PM,01:00 AM,05:30 PM,12:00 AM,No
2456,Rotisserie Georgette,14 E 60th StNew York NY 10022,(212) 390-8060,French;Bars;Gluten-Free,05:00 PM,11:00 PM,CLOSED,CLOSED,Yes
2457,Roman’s,243 DeKalb AveBrooklyn NY 11205,(718) 622-5300,Italian,05:00 PM,12:00 AM,05:00 PM,11:00 PM,No
2458,Blue Fin,1567 BroadwayNew York NY 10036,(212) 918-1400,Sushi Bars;Seafood,07:00 AM,12:00 AM,07:00 AM,11:00 PM,Yes
2459,W New York - Times Square,1567 BroadwayNew York NY 10036,(212) 930-7400,Hotels;Venues & Event Spaces,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2460,La Mangeoire,1008 2nd AveNew York NY 10022,(212) 759-7086,French,05:30 PM,10:30 PM,11:00 AM,09:00 PM,Yes
2461,Orso,322 W 46th StNew York NY 10036,(212) 489-7212,Italian;Venues & Event Spaces;Pizza,11:30 AM,11:00 PM,11:30 AM,10:00 PM,No
2462,Luna Rossa,347 E 85th StNew York NY 10028,(212) 517-3118,Italian;Wine Bars,04:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
2463,RedFarm,2170 BroadwayNew York NY 10024,(212) 724-9700,Dim Sum;Cantonese;Asian Fusion,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
2464,Brasserie 8 1/2,9 W 57th StNew York NY 10019,(212) 829-0812,American (New);French,05:00 PM,10:00 PM,11:00 AM,09:00 PM,No
2465,I Trulli,124 E 27th StNew York NY 10016,(212) 481-7372,Italian;Wine Bars;Pasta Shops,05:00 PM,11:00 PM,03:00 PM,10:00 PM,Yes
2466,Ben & Jack’s Steakhouse,255 5th AveNew York NY 10016,(212) 532-7600,Steakhouses;Seafood;American (Traditional),12:00 PM,11:30 PM,12:00 PM,10:30 PM,Yes
2467,Wildair,142 Orchard StNew York NY 10002,(646) 964-5624,American (New),06:00 PM,11:00 PM,CLOSED,CLOSED,No
2468,Toro,85 10th AveNew York NY 10011,(212) 691-2360,Tapas/Small Plates;Spanish;Tapas Bars,05:00 PM,11:00 PM,05:00 PM,10:00 PM,Yes
2469,Tiberio Dimare Restaurant,155 Beach 116th StRockaway Park NY 11694,(718) 945-6721,Italian;American (New),04:00 PM,09:30 PM,04:00 PM,09:30 PM,Yes
2470,Ninja New York,25 Hudson StNew York NY 10013,(212) 274-8500,Japanese,05:00 PM,11:00 PM,05:00 PM,10:00 PM,No
2471,Minton’s Playhouse,206 W 118th StNew York NY 10026,(212) 243-2222,Jazz & Blues;American (Traditional);Bars,06:00 PM,01:00 AM,06:00 PM,11:00 PM,No
2472,Remi,145 W 53rd StNew York NY 10019,(212) 581-4242,Italian;Wine Bars;Gluten-Free,05:00 PM,11:00 PM,05:00 PM,10:00 PM,Yes
2473,Bann Restaurant,350 W 50th StNew York NY 10019,(212) 582-4446,Korean;Barbeque,12:00 PM,10:30 PM,12:00 PM,10:00 PM,Yes
2474,Rossini’s,108 E 38th StNew York NY 10016,(212) 683-0135,Italian,04:30 PM,11:00 PM,03:00 PM,10:00 PM,Yes
2475,Refinery Rooftop,63 W 38th StNew York NY 10018,(646) 664-0372,Lounges,12:00 PM,11:00 PM,12:00 PM,10:00 PM,No
2476,The Writing Room,1703 2nd AveNew York NY 10128,(212) 335-0075,Bars;Steakhouses;American (Traditional),11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2477,Il Cantinori,32 E 10th StNew York NY 10003,(212) 673-6044,Italian,05:00 PM,12:00 AM,05:00 PM,11:30 PM,No
2478,Amada,250 Vesey StNew York NY 10281,(212) 542-8947,Spanish;Tapas Bars;Basque,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2479,Vinum Restaurant & Wine Bar,704 Bay StStaten Island NY 10304,(718) 448-8466,Wine Bars;Italian;Tapas/Small Plates,10:30 AM,10:30 PM,10:30 AM,09:00 PM,Yes
2480,Two E Bar/Lounge,2 E 61st StNew York NY 10065,(212) 940-8113,Lounges;Tea Rooms,12:00 PM,12:00 AM,12:00 PM,12:00 AM,No
2481,Zengo,622 3rd AveNew York NY 10017,(212) 808-8110,Latin American;Asian Fusion,11:30 AM,11:00 PM,11:30 AM,04:00 PM,Yes
2482,Tender Steak & Sushi,130 W 47th StNew York NY 10036,(212) 514-6000,Sushi Bars;Steakhouses;Cocktail Bars,05:00 PM,11:00 PM,CLOSED,CLOSED,No
2483,Fire & Oak,479 Washington BlvdNewport Westin HotelJersey City NJ 07310,(201) 610-9610,American (New);Seafood;Steakhouses,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
2484,La Mirabelle,102 W 86th StNew York NY 10024,(212) 496-0458,French,05:00 PM,09:30 PM,05:00 PM,09:30 PM,Yes
2485,The Library at The Public,425 Lafayette StNew York NY 10003,(212) 539-8777,American (New);Lounges;Cocktail Bars,05:30 PM,01:00 AM,05:30 PM,11:00 PM,No
2486,Shigure,277 Church StNew York NY 10013,(212) 965-0200,Japanese;Cocktail Bars;Tapas Bars,05:00 PM,01:00 AM,CLOSED,CLOSED,No
2487,Maritime Parc,84 Audrey Zapp DrLiberty State ParkJersey City NJ 07305,(201) 413-0050,American (New);Wedding Planning;Venues & Event Spaces,05:30 PM,11:00 PM,11:00 AM,04:00 PM,No
2488,Armani Ristorante,717 5th AveGiorgio ArmaniNew York NY 10022,(212) 207-1902,Italian,11:30 AM,10:30 PM,11:30 AM,02:30 PM,No
2489,Uncle Jack’s Steakhouse - Midtown,44 W 56th StNew York NY 10019,(212) 245-1550,Steakhouses;Seafood;Burgers,04:00 PM,11:00 PM,11:00 AM,10:00 PM,Yes
2490,City Perch,2023 Hudson StFort Lee NJ 07024,(201) 582-7101,Cocktail Bars;American (New),10:30 AM,12:30 AM,10:30 AM,10:00 PM,Yes
2491,City Island Lobster House,691 Bridge StBronx NY 10464,(718) 885-1459,Seafood,11:30 AM,02:00 AM,11:30 AM,12:00 AM,No
2492,El Quijote,226 W 23rd StNew York NY 10011,(212) 929-1855,Spanish;Basque,11:30 AM,01:00 AM,11:30 AM,12:00 AM,Yes
2493,Azalea Ristorante,224 W 51st StNew York NY 10019,(212) 262-0105,Italian,12:00 PM,12:00 AM,12:00 PM,11:30 PM,No
2494,Augustine,5 Beekman StNew York NY 10038,(212) 375-0010,French;Brasseries;Bars,10:00 AM,12:00 AM,10:00 AM,10:00 PM,No
2495,Bocca Restaurant & Bar,39 E 19th StNew York NY 10003,(212) 387-1200,Italian;Lounges,05:30 PM,11:30 PM,05:30 PM,10:30 PM,No
2496,Casa Apicii,62 W 9th StNew York NY 10011,(212) 353-8400,Italian;Wine Bars;Lounges,05:30 PM,11:00 PM,05:30 PM,10:00 PM,No
2497,Tribeca Grill,375 Greenwich StNew York NY 10013,(212) 941-3900,American (New);American (Traditional);Wine Bars,05:00 PM,11:30 PM,11:00 AM,10:00 PM,Yes
2498,Vida,381 Van Duzer StStaten Island NY 10304,(718) 720-1501,American (New),12:00 PM,10:00 PM,CLOSED,CLOSED,Yes
2499,DB Bistro Moderne,55 W 44th StSte 1New York NY 10036,(212) 391-2400,French;American (New);Bars,08:00 AM,11:00 PM,08:00 AM,10:00 PM,No
2500,Noi Due,143 W 69th StNew York NY 10023,(212) 712-2222,Kosher;Italian;Sandwiches,05:30 AM,01:00 AM,11:00 AM,10:30 PM,Yes
2501,Pampas Argentinas,105-07 Metropolitan AveForest Hills NY 11375,(718) 268-9606,Argentine;Steakhouses,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
2502,Da Marino,220 W 49th StNew York NY 10019,(212) 541-6601,Italian,11:30 AM,02:00 AM,11:30 AM,02:00 AM,Yes
2503,Txikito,240 9th AveNew York NY 10001,(212) 242-4730,Basque;Tapas/Small Plates,05:30 PM,11:30 PM,05:30 PM,10:30 PM,No
2504,Gemma,335 BoweryNew York NY 10003,(212) 505-7300,Italian,07:00 AM,01:00 AM,07:00 AM,12:00 AM,Yes
2505,Benoit,60 W 55th StNew York NY 10019,(646) 943-7373,French;Wine Bars,11:45 AM,11:00 PM,11:45 AM,11:00 PM,Yes
2506,Le Rivage,340 W 46th StNew York NY 10036,(212) 765-7374,French,11:30 AM,11:00 PM,11:30 AM,10:00 PM,No
2507,Asellina,420 Park Ave SNew York NY 10016,(212) 317-2908,Italian;Bars;Breakfast & Brunch,07:00 AM,12:30 AM,07:00 AM,11:00 PM,Yes
2508,Wine:34,127 E 34th StNew York NY 10016,(212) 213-1700,Wine Bars;American (New);Beer Bar,10:00 AM,02:00 AM,10:00 AM,12:00 AM,Yes
2509,Evelina,211 Dekalb AveBrooklyn NY 11205,(929) 298-0209,Italian,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
2510,Saturdays Surf NYC - Coffee Bar,31 Crosby StNew York NY 10013,(212) 966-7875,Coffee & Tea,10:00 AM,07:00 PM,10:00 AM,07:00 PM,Yes
2511,Bordeaux,1922 Coney Island AveMidwood NY 11230,(718) 942-4040,Kosher;Steakhouses;American (New),CLOSED,CLOSED,05:00 PM,12:00 AM,Yes
2512,Charc,316 East 84th StNew York NY 10028,(646) 719-1398,Wine Bars;American (New),05:30 PM,11:00 PM,11:00 AM,05:00 PM,No
2513,Janam Tea,67 Clinton StFl 2The BurgaryNew York NY 10002,(503) 820-8036,Tea Rooms;Cafes,12:00 PM,05:00 PM,12:00 PM,05:00 PM,No
2514,21 Greenpoint,21 Greenpoint AveBrooklyn NY 11222,(646) 817-8337,American (New),11:00 AM,12:00 AM,11:00 AM,11:00 PM,No
2515,The East Pole,133 E 65th StNew York NY 10065,(212) 249-2222,American (New);Bars,10:30 AM,12:00 AM,10:30 AM,11:00 PM,No
2516,Empellón,510 Madison AveNew York NY 10022,(212) 858-9365,Mexican;Cocktail Bars,11:45 AM,10:00 PM,11:45 AM,10:00 PM,No
2517,Le Boudoir,135 Atlantic AveBrooklyn NY 11201,(347) 227-8337,Cocktail Bars;Music Venues,06:00 PM,04:00 AM,06:00 PM,01:00 AM,No
2518,Quatorze Bis,323 E 79th StNew York NY 10075,(212) 535-1414,French;Wine Bars;Seafood,12:00 PM,10:30 PM,12:00 PM,10:30 PM,Yes
2519,Irvington,201 Park Ave SNew York NY 10003,(212) 677-0425,American (New);Cocktail Bars,08:00 AM,02:00 AM,08:00 AM,01:00 AM,No
2520,W New York - Union Square,201 Park Ave SNew York NY 10003,(212) 253-9119,Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2521,The Waverly Inn,16 Bank StNew York NY 10014,(917) 828-1154,American (New),11:00 AM,01:00 AM,11:00 AM,12:00 AM,No
2522,Cafe Clover,10 Downing StNew York NY 10014,(212) 675-4350,American (Traditional),11:00 AM,11:30 PM,11:00 AM,10:00 PM,Yes
2523,Cellini Restaurant,65 E 54th StNew York NY 10022,(212) 751-1555,Italian,05:00 PM,10:30 PM,05:00 PM,10:30 PM,Yes
2524,Antique Garage Tribeca,313 Church StNew York NY 10013,(212) 226-0066,Mediterranean;Greek;Turkish,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
2525,Bar Boulud,1900 BroadwayNew York NY 10023,(212) 595-0303,French;Wine Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,No
2526,Beasts & Bottles,151 Atlantic AveBrooklyn NY 11201,(718) 855-3158,American (New);French;Wine Bars,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
2527,Del Frisco’s Grille,221 River StHoboken NJ 07030,(201) 653-0195,American (New);Steakhouses;Cocktail Bars,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
2528,Le Turtle,177 Chrystie StNew York NY 10002,(646) 918-7189,Modern European;French,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
2529,Tavern62 By David Burke,135 E 62nd StNew York NY 10065,(212) 988-9021,Steakhouses;American (Traditional);Seafood,04:00 PM,10:00 PM,11:00 AM,09:00 PM,Yes
2530,London Lennie’s,6388 Woodhaven BlvdRego Park NY 11374,(718) 894-8084,Seafood;Bars;Steakhouses,02:00 PM,10:00 PM,02:00 PM,09:00 PM,Yes
2531,Bob’s Steak & Chop House,21 E 52nd StNew York NY 10022,(212) 754-5011,Seafood;Steakhouses;Salad,07:00 AM,11:00 PM,07:00 AM,10:00 PM,No
2532,The Mercer Kitchen,99 Prince StNew York NY 10012,(212) 966-5454,American (New);French;Cocktail Bars,07:00 AM,01:00 AM,07:00 AM,11:00 PM,No
2533,Il Gattopardo,13-15 W 54th StNew York NY 10019,(212) 246-0412,Italian,11:30 AM,11:30 PM,11:30 AM,10:00 PM,Yes
2534,King Cole Bar,2 E 55th StThe St. Regis HotelNew York NY 10022,(212) 339-6857,Lounges,11:30 AM,01:00 AM,12:00 PM,12:00 AM,No
2535,Felice 64,1166 1st AveNew York NY 10065,(212) 593-2223,Wine Bars;Italian;Diners,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
2536,The Wayfarer,101 W 57th StNew York NY 10019,(212) 691-0030,American (New),11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
2537,Spice World,136-20 Roosevelt AveSte 2MFlushing NY 11354,(718) 521-9999,Szechuan;Bars;Hot Pot,12:00 PM,03:00 AM,12:00 PM,03:00 AM,No
2538,Shuraku,47 8th AveNew York NY 10014,(212) 807-0010,Japanese;Tapas/Small Plates,05:30 PM,10:30 PM,05:30 PM,09:30 PM,No
2539,Gardenia Terrace,826 10th AveNew York NY 10019,(212) 334-0489,Hookah Bars;Mediterranean,11:00 AM,02:00 AM,11:00 AM,02:00 AM,Yes
2540,Firenze Ristorante,1555 2nd AveNew York NY 10028,(212) 861-9368,Italian,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
2541,Sant Ambroeus West Village,259 W 4th StNew York NY 10014,(212) 604-9254,Italian;Desserts;Coffee & Tea,09:00 AM,11:00 PM,09:00 AM,11:00 PM,Yes
2542,Butter Midtown,70 W 45th StNew York NY 10036,(212) 253-2828,American (New),05:00 PM,10:00 PM,11:00 AM,08:00 PM,Yes
2543,Zuma,261 Madison AveNew York NY 10016,(212) 544-9862,Sushi Bars;Japanese,05:30 PM,11:30 PM,05:30 PM,10:30 PM,No
2544,La Boite en Bois,75 W 68th StNew York NY 10023,(212) 874-2705,French,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
2545,Benchmark,339-A 2nd StBrooklyn NY 11215,(718) 965-7040,Steakhouses;American (New),10:00 AM,12:00 AM,10:00 AM,10:00 PM,Yes
2546,Fig & Olive Uptown,808 Lexington AveNew York NY 10065,(212) 207-4555,Mediterranean;French;Vegetarian,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
2547,Catch,21 Ninth AvenueNew York NY 10014,(212) 392-5978,Asian Fusion;Sushi Bars;Seafood,12:00 PM,12:30 AM,12:00 PM,11:00 PM,No
2548,Ascent Lounge,10 Columbus CirFl 4New York NY 10019,(212) 823-9770,Cocktail Bars;Venues & Event Spaces;Lounges,04:00 PM,03:00 AM,04:00 PM,11:00 PM,No
2549,Ascent Lounge,10 Columbus CirFl 4New York NY 10019,(212) 823-9770,Cocktail Bars;Venues & Event Spaces;Lounges,04:00 PM,03:00 AM,04:00 PM,11:00 PM,No
2550,Kellari Taverna,19 W 44th StNew York NY 10036,(212) 221-0144,Greek;Mediterranean;Seafood,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
2551,Morrell Wine Bar & Cafe,1 Rockefeller Plz 49th StNew York NY 10020,(212) 262-7700,Wine Bars;American (New);Cafes,11:30 AM,10:00 PM,12:00 PM,05:00 PM,Yes
2552,Motel Morris,132 7th AveNew York NY 10011,(646) 880-4810,Bars;American (Traditional);Comfort Food,11:00 AM,11:00 PM,11:00 AM,10:00 PM,No
2553,Tertulia,359 6th AveNew York NY 10014,(646) 559-9909,Spanish;Tapas Bars,11:30 AM,12:00 AM,11:30 AM,11:00 PM,No
2554,The Standard High Line,848 Washington StreetNew York NY 10014,(212) 645-4646,Hotels;Bars,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
2555,The Top of The Standard,848 Washington StNew York NY 10014,(212) 645-7600,Lounges;Dance Clubs,04:00 PM,09:00 PM,12:00 PM,12:00 AM,No
2556,Le Bain,444 West 13th StNew York NY 10014,(212) 645-7600,Bars;Dance Clubs,02:00 PM,04:00 AM,02:00 PM,03:00 AM,No
2557,NIOS,130 W 46th StNew York NY 10036,(212) 485-2999,American (New);Cocktail Bars;Lounges,07:00 AM,11:00 PM,07:00 AM,11:00 AM,No
