Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
83 1/2,345 E 83rd StNew York NY 10028,(212) 737-8312,Italian,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
The Odeon,145 W BroadwayNew York NY 10013,(212) 233-0507,American (New);French;Italian,Yes,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Colonie,127 Atlantic AveBrooklyn NY 11201,(718) 855-7500,Breakfast & Brunch;American (Traditional);Cocktail Bars,No,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Prime & Beyond,501 Main StFort Lee NJ 07024,(201) 461-0033,Steakhouses;Korean,Yes,10:30 AM,11:30 PM,10:30 AM,11:30 PM
Obicà Mozzarella Bar Pizza e Cucina,928 BroadwayNew York NY 10010,(212) 777-2754,Italian;Wine Bars;Pizza,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Vai Restaurant,429 Amsterdam AveNew York NY 10024,(212) 362-4500,Italian;Mediterranean;Wine Bars,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Amali,115 E 60th StNew York NY 10022,(212) 339-8363,Greek;Italian;Gluten-Free,Yes,11:30 AM,10:30 PM,11:30 AM,9:30 PM
Kang Ho Dong Baekjeong,1 E 32nd StNew York NY 10016,(212) 966-9839,Korean;Barbeque,No,11:30 AM,5:00 AM,11:30 AM,1:00 AM
Claudette,24 5th AveNew York NY 10011,(212) 868-2424,French,No,10:30 AM,11:00 PM,10:30 AM,11:00 PM
The Spotted Pig,314 W 11th StNew York NY 10014,(212) 620-0393,Burgers;Gastropubs,No,11:00 AM,4:00 AM,11:00 AM,4:00 AM
aRoqa,206 9th AveNew York NY 10011,(646) 678-5471,Indian;Cocktail Bars,No,5:00 PM,1:00 AM,11:00 AM,11:00 PM
ABCV,38 E 19th StNew York NY 10003,(212) 475-5829,American (New);Bars;Vegan,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
Analogue,19 W 8th StNew York NY 10011,(212) 432-0200,Cocktail Bars;Jazz & Blues;Whiskey Bars,No,5:00 PM,3:00 AM,5:00 PM,12:30 AM
Kanoyama,175 2nd AveNew York NY 10003,(212) 777-5266,Japanese;Sushi Bars,Yes,5:30 PM,12:00 AM,5:30 PM,11:00 PM
Prune,54 E 1st StNew York NY 10003,(212) 677-6221,American (New);Breakfast & Brunch,No,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Norwood Club,241 W 14th StNew York NY 10011,(212) 255-9300,Lounges;Social Clubs,No,5:00 PM,3:00 AM,CLOSED,CLOSED
Sugarcane Raw Bar Grill,55 Water StBrooklyn NY 11201,(718) 473-9555,American (New);Seafood;Cocktail Bars,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Blue Ribbon Sushi Izakaya,187 Orchard StNew York NY 10002,(212) 466-0404,Sushi Bars;Japanese;Cocktail Bars,Yes,7:30 AM,2:00 AM,7:30 AM,12:00 AM
David Burke Kitchen,23 Grand StNew York NY 10013,(212) 201-9119,American (New);Steakhouses,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Pampano,209 E 49th StNew York NY 10017,(212) 751-4545,Mexican;Latin American,No,11:30 AM,10:30 PM,11:30 AM,9:30 PM
La Vara,268 Clinton StBrooklyn NY 11201,(718) 422-0065,Spanish,No,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Bistro Chat Noir,22 E 66th StNew York NY 10065,(212) 794-2428,French;Bars;American (Traditional),Yes,11:30 AM,11:00 PM,11:30 AM,11:00 PM
Mulino a Vino,337 W 14th StNew York NY 10014,(855) 343-4513,Italian;Wine Bars,Yes,5:00 PM,12:00 AM,1:00 PM,12:00 AM
Westlight,111 N 12th StBrooklyn NY 11249,(718) 307-7100,Tapas/Small Plates;Cocktail Bars;Wine Bars,No,2:00 PM,2:00 AM,2:00 PM,12:00 AM
Lifethyme,410 Ave Of The AmericasNew York NY 10011,(347) 763-6002,Health Markets;Vegan;Imported Food,Yes,9:00 AM,10:00 PM,9:00 AM,10:00 PM
Ela Taverna,98 Berry StBrooklyn NY 11249,(718) 599-1911,Greek;Mediterranean,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Grand Banks,Pier 25Hudson River ParkNew York NY 10013,(212) 660-6312,Bars;Seafood;American (New),No,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Gallow Green,542 W 27th StNew York NY 10001,(212) 564-1662,Cocktail Bars;American (New),No,11:30 AM,2:00 AM,11:30 AM,12:00 AM
Narcissa,25 Cooper SqNew York NY 10003,(212) 228-3344,American (New),No,10:30 AM,12:00 AM,10:30 AM,11:00 PM
Manhattan Cricket Club,226 W 79th StLevel 2New York NY 10024,(646) 823-9252,Cocktail Bars,No,6:00 PM,2:00 AM,CLOSED,CLOSED
Eric’s Steak House,322 Commercial AvePalisades Park NJ 07650,(201) 592-0541,Steakhouses;American (New);Pasta Shops,Yes,11:30 AM,10:00 PM,5:00 PM,10:00 PM
West Side Steakhouse,597 10th AveNew York NY 10036,(212) 564-4803,Steakhouses,Yes,11:30 AM,10:30 PM,11:30 AM,10:00 PM
Clay,553 Manhattan AveNew York NY 10027,(212) 729-1850,American (New);Bars,Yes,5:30 PM,11:00 PM,12:00 PM,10:00 PM
Crave Fishbar,428 Amsterdam AveNew York NY 10024,(646) 494-2750,Seafood,Yes,11:00 AM,11:00 PM,11:00 AM,9:30 PM
Tessa,349 Amsterdam AveNew York NY 10024,(212) 390-1974,Mediterranean;French;Italian,No,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Jukai,237 E 53rd StNew York NY 10022,(212) 588-9788,Japanese,Yes,6:00 PM,12:00 AM,CLOSED,CLOSED
Lucien,14 1st AveNew York NY 10009,(212) 260-6481,French;Wine Bars,No,11:00 AM,2:00 AM,11:00 AM,2:00 AM
Sumela Mediterranean Cafe & Grill,1606 1st AveNew York NY 10028,(212) 879-3839,Mediterranean;Turkish;Halal,Yes,10:00 AM,10:30 PM,10:00 AM,10:30 PM
Nur,34 E 20th StNew York NY 10003,(212) 505-3420,Middle Eastern,No,11:00 AM,10:30 PM,11:00 AM,10:00 PM
Fig & Olive Meatpacking,420 W 13th StNew York NY 10014,(212) 924-1200,Mediterranean;French;Vegetarian,Yes,11:00 AM,1:00 AM,11:00 AM,10:00 PM
Alberto Restaurant,9831 Metropolitan AveForest Hills NY 11375,(718) 268-7860,Italian,No,5:00 PM,11:30 PM,4:00 PM,10:30 PM
Vinegar Hill House,72 Hudson AveBrooklyn NY 11201,(718) 522-1018,American (New),No,10:30 AM,11:30 PM,10:30 AM,11:00 PM
GLORIA,401 West 53rd StNew York NY 10019,(212) 956-0709,Seafood;Bars,No,5:30 PM,10:30 PM,5:00 PM,9:00 PM
Atlantic Grill,49 W 64th StNew York NY 10023,(212) 787-4663,American (New);Seafood;Sushi Bars,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Bill’s Townhouse,57 E 54th StNew York NY 10022,(212) 518-2727,American (New);Salad;Sandwiches,No,5:00 PM,11:00 PM,CLOSED,CLOSED
Osteria Al Doge,142 W 44th StNew York NY 10036,(212) 944-3643,Italian;Desserts;Pizza,Yes,11:00 AM,10:30 PM,3:00 PM,10:30 PM
The Loft Steakhouse,1306 40th StBorough Park NY 11218,(718) 475-5600,Steakhouses;Kosher,Yes,CLOSED,CLOSED,5:00 PM,10:30 PM
Macao,311 Church StNew York NY 10013,(212) 431-8642,Asian Fusion;Portuguese;Chinese,Yes,5:00 PM,4:00 AM,5:00 PM,2:00 AM
Rouge Tomate Chelsea,126 W 18th StNew York NY 10011,(646) 395-3978,American (New);Bars,No,5:00 PM,11:00 PM,CLOSED,CLOSED
Clement,700 5th AveNew York NY 10019,(212) 903-3918,American (New);Diners;Buffets,No,6:30 AM,10:30 PM,6:30 AM,2:30 PM
The Peninsula New York,700 5th AveNew York NY 10019,(212) 956-2888,Hotels,No,4:00 PM,1:00 AM,4:00 PM,1:00 AM
Izzy’s Brooklyn Smokehouse,397 Troy AveCrown Heights NY 11213,(347) 425-0524,Kosher;Smokehouse,Yes,CLOSED,CLOSED,1:00 PM,11:00 PM
Kabab Café,2512 Steinway StAstoria NY 11103,(718) 728-9858,Middle Eastern;Cafes,Yes,1:00 PM,10:00 PM,1:00 PM,10:00 PM
Rebecca’s,236 Old River RdEdgewater NJ 07020,(201) 943-8808,Cuban;Caribbean;Latin American,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Natsumi,226 W 50th StNew York NY 10019,(212) 258-2988,Sushi Bars;Japanese;Lounges,Yes,4:30 PM,11:30 PM,4:30 PM,11:00 PM
Emilio’s Ballato,55 E Houston StNew York NY 10012,(212) 274-8881,Italian,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Peasant,194 Elizabeth StNew York NY 10012,(212) 965-9511,Italian,No,6:00 PM,11:30 PM,6:00 PM,10:30 PM
Solar Do Minho,15 Cleveland StBelleville NJ 07109,(973) 844-0500,Portuguese,Yes,11:30 AM,2:00 AM,12:00 PM,2:00 AM
Salumeria Rosi,283 Amsterdam AveNew York NY 10023,(212) 877-4800,Italian;Meat Shops,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
Morton’s The Steakhouse,136 Washington StNew York NY 10006,(212) 608-0171,Steakhouses;American (Traditional);Bars,Yes,4:00 PM,10:00 PM,4:00 PM,10:00 PM
Marseille,630 9th AveNew York NY 10036,(212) 333-2323,French;Mediterranean;Brasseries,No,11:00 AM,12:00 AM,11:00 AM,11:00 PM
RedFarm,529 Hudson StNew York NY 10014,(212) 792-9700,Dim Sum;Asian Fusion;Cantonese,Yes,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Fine & Rare,9 E 37th StNew York NY 10016,(212) 725-3866,American (New);Jazz & Blues;Lounges,No,5:00 PM,2:00 AM,11:00 AM,12:00 AM
Ristorante Morini,1167 Madison AveNew York NY 10028,(212) 249-0444,Italian,Yes,5:30 PM,10:30 PM,11:30 AM,9:30 PM
Junoon,27 W 24th StNew York NY 10010,(212) 490-2100,Indian;Desserts;Wine Bars,No,1:00 PM,11:30 PM,12:00 PM,10:30 PM
Cherche Midi,282 BoweryNew York NY 10012,(212) 226-3055,French,No,10:00 AM,12:00 AM,10:00 AM,10:00 PM
MIMI,185 Sullivan StNew York NY 10012,(212) 418-1260,French,No,12:00 PM,2:00 AM,12:00 PM,11:00 PM
ViceVersa,325 W 51st StNew York NY 10019,(212) 399-9291,Italian,No,5:00 PM,11:00 PM,11:30 AM,10:00 PM
Porto Leggero,185 Hudson StHarborside Financial Plaza VJersey City NJ 07311,(201) 434-3200,Italian,Yes,5:00 PM,10:30 PM,CLOSED,CLOSED
Hasaki,210 E 9th StBasementNew York NY 10003,(212) 473-3327,Sushi Bars;Japanese,Yes,1:00 PM,11:30 PM,1:00 PM,11:00 PM
GunBae,67 Murray StNew York NY 10007,(212) 321-2500,Korean;Karaoke;Barbeque,Yes,11:30 AM,11:00 PM,11:30 AM,8:45 PM
Villa Berulia,107 E 34th StNew York NY 10016,(212) 689-1970,Italian,Yes,4:30 PM,10:00 PM,4:00 PM,9:00 PM
Little Park,85 W BroadwayNew York NY 10007,(212) 220-4110,American (New);Seafood;Salad,No,7:00 AM,10:30 PM,7:00 AM,10:30 PM
Smyth Hotel,85 West BroadwayNew York City NY 10007,(212) 587-7000,Hotels,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Lantern’s Keep,49 W 44th StIroquois HotelNew York NY 10036,(212) 453-4287,Cocktail Bars,No,7:00 PM,1:00 AM,CLOSED,CLOSED
Iki Modern Japanese Cuisine,133-42 39th AveHyatt Place HotelFlushing NY 11354,(718) 939-3388,Japanese;Sushi Bars,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Socarrat Paella Bar - Nolita,284 Mulberry StNew York NY 10012,(212) 219-0101,Spanish;Tapas Bars;Tapas/Small Plates,Yes,11:30 AM,11:30 PM,11:30 AM,11:00 PM
Shalom Japan,310 S 4th StBrooklyn NY 11211,(718) 388-4012,Japanese,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
FishTag,222 W 79th StNew York NY 10024,(212) 362-7470,Seafood;Mediterranean;Breakfast & Brunch,No,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Del Frisco’s Grille,50 Rockefeller PlzNew York NY 10020,(212) 767-0371,Steakhouses;American (New);Seafood,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Sfoglia Restaurant,1402 Lexington AveNew York NY 10128,(212) 831-1402,Italian,No,5:30 PM,10:30 PM,5:30 PM,10:00 PM
Gaonnuri,1250 BroadwayFl 39New York NY 10001,(212) 971-9045,Korean;Barbeque;Cocktail Bars,No,5:00 PM,10:00 PM,5:00 PM,10:00 PM
Chez Napoleon,365 W 50th StNew York NY 10019,(212) 265-6980,French;Diners,No,4:30 PM,9:00 PM,CLOSED,CLOSED
Fusco,43 E 20th StNew York NY 10003,(212) 777-5314,Italian,No,5:00 PM,11:00 PM,5:00 PM,10:00 PM
The Leopard at des Artistes,1 W 67th StNew York NY 10023,(212) 787-8767,Italian,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Amma,246 E 51st StNew York NY 10022,(212) 644-8330,Indian,Yes,12:00 PM,10:30 PM,12:00 PM,10:30 PM
Gabriel’s Bar & Restaurant,11 W 60th StNew York NY 10023,(212) 956-4600,Italian;Bars,Yes,12:00 PM,12:00 AM,CLOSED,CLOSED
Manzo Ristorante,200 5th AveNew York NY 10010,(212) 229-2180,Italian,No,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Eataly,200 5th AveNew York NY 10010,(212) 229-2560,Italian;Grocery;Cafes,No,9:00 AM,11:00 PM,9:00 AM,11:00 PM
Da Noi,214 E 49th StNew York NY 10017,(212) 754-5710,Italian;Venues & Event Spaces,Yes,3:00 PM,11:30 PM,3:00 PM,9:00 PM
Le Coq Rico,30 E 20th StNew York NY 10003,(212) 267-7426,French;Cocktail Bars,No,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Barbounia,250 Park Ave SNew York NY 10003,(212) 995-0242,Greek;Mediterranean;Middle Eastern,Yes,10:00 AM,11:30 PM,10:00 AM,10:30 PM
Liman Restaurant,2710 Emmons AveBrooklyn NY 11235,(718) 769-3322,Turkish;Seafood;Mediterranean,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Sadelle’s,463 W BroadwayNew York NY 10012,(212) 776-4926,Bakeries;Breakfast & Brunch;Sandwiches,Yes,8:30 AM,8:30 PM,8:30 AM,5:00 PM
Shimizu,318 W 51st StNew York NY 10019,(212) 581-1581,Japanese;Sushi Bars,Yes,12:00 PM,12:00 AM,CLOSED,CLOSED
Cibar,56 Irving PlNew York NY 10003,(212) 460-5656,Lounges,No,6:00 PM,2:00 AM,CLOSED,CLOSED
Momoya,427 Amsterdam AveNew York NY 10024,(212) 580-0007,Sushi Bars;Japanese,Yes,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Chez Josephine,414 W 42nd StNew York NY 10036,(212) 594-1925,French,No,12:00 PM,12:00 AM,12:00 PM,11:00 PM
James,605 Carlton AveBrooklyn NY 11238,(718) 942-4255,American (New),Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
The Loeb Boathouse,E 72nd St 5th AveNew York NY 10128,(212) 517-2233,Boating;American (Traditional);Cocktail Bars,No,9:30 AM,9:30 PM,9:30 AM,9:30 PM
Ladurée Soho,398 W BroadwayNew York NY 10012,(646) 392-7868,French;Tea Rooms;Breakfast & Brunch,Yes,9:00 AM,10:00 PM,9:00 AM,8:00 PM
Method,746 10th AveNew York NY 10019,(212) 582-2146,Japanese,No,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Obaltan,799 Abbot BlvdFort Lee NJ 07024,(201) 917-5536,Korean,Yes,5:00 PM,4:00 AM,5:00 PM,12:00 AM
I Sodi,105 Christopher StNew York NY 10014,(212) 414-5774,Tuscan,No,5:30 PM,11:00 PM,5:30 PM,11:00 PM
Toscana 49,143 East 49 StNew York NY 10017,(212) 256-0190,Italian,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Bond 45,221 W 46th StNew York NY 10036,(212) 869-4545,Italian;Seafood;Pizza,Yes,11:30 AM,12:00 AM,11:30 AM,12:00 AM
My Moon,184 N 10th StBrooklyn NY 11211,(718) 599-7007,Venues & Event Spaces;Spanish;Tapas Bars,Yes,5:00 PM,11:00 PM,5:00 PM,10:00 PM
Glasserie,95 Commercial StBrooklyn NY 11222,(718) 389-0640,Mediterranean;Bars,No,10:00 AM,12:00 AM,10:00 AM,11:00 PM
Black Barn,19 E 26th StNew York NY 10010,(212) 265-5959,American (New);Breakfast & Brunch;Wine Bars,Yes,11:00 AM,11:00 PM,11:00 AM,9:00 PM
Chouchou,215 E 4th StNew York NY 10009,(646) 869-1423,Moroccan;Mediterranean,No,5:30 PM,12:00 AM,5:30 PM,12:00 AM
Koi Restaurant,40 W 40th StNew York NY 10018,(212) 921-3330,Sushi Bars;Japanese,No,5:30 PM,10:00 PM,6:00 PM,9:00 PM
Bryant Park Hotel,40 W 40th StNew York NY 10018,(212) 869-0100,Hotels,No,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Wallse,344 W 11th StNew York NY 10014,(212) 352-2300,German;Austrian;Modern European,No,5:30 PM,11:00 PM,CLOSED,CLOSED
Sushi Roxx,120 E 39th StNew York NY 10016,(212) 726-9500,Cocktail Bars;Performing Arts;Sushi Bars,Yes,5:00 PM,2:00 AM,CLOSED,CLOSED
Leuca,111 N 12th StThe William Vale HotelBrooklyn NY 11249,(718) 581-5900,Italian;Pasta Shops;Pizza,Yes,7:00 AM,12:00 AM,7:00 AM,11:00 PM
Cafe Luxembourg,200 W 70th StNew York NY 10023,(212) 873-7411,American (New);French;Bars,Yes,9:00 AM,12:00 AM,9:00 AM,11:00 PM
Baar Baar,13 East 1st StNew York NY 10003,(212) 228-1200,Gastropubs;Indian,Yes,5:00 PM,2:00 AM,5:00 PM,10:00 PM
STATE Grill and Bar,Empire State Building350 5th AveNew York NY 10118,(212) 216-9693,Bars;American (New),No,5:00 PM,10:00 PM,CLOSED,CLOSED
Santina,820 Washington StNew York NY 10014,(212) 254-3000,Italian;Cocktail Bars;Breakfast & Brunch,Yes,10:00 AM,12:00 AM,10:00 AM,10:00 PM
Cosme,35 E 21st StNew York NY 10010,(212) 913-9659,Mexican;Desserts;Cocktail Bars,No,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Blaue Gans,139 Duane StNew York NY 10013,(212) 571-8880,German;Austrian;Beer Bar,Yes,12:00 PM,11:00 PM,CLOSED,CLOSED
Esther & Carol,341 Broome StNew York NY 10013,(646) 355-1840,Bars;American (Traditional);Breakfast & Brunch,No,5:00 PM,12:00 AM,10:30 AM,11:00 PM
The Cake Lounge,389 Liberty StFl 2Little Ferry NJ 07643,(201) 336-9819,Italian;Cocktail Bars,Yes,5:00 PM,2:00 AM,2:00 PM,9:00 PM
Orange Grill,2547 Cropsey AveBrooklyn NY 11214,(347) 673-5411,Bars;Sushi Bars;French,Yes,1:00 PM,4:00 AM,1:00 PM,2:00 AM
Red Rooster Harlem,310 Lenox AveNew York NY 10027,(212) 792-9001,American (Traditional),Yes,10:00 AM,11:30 PM,10:00 AM,10:00 PM
The Sea Grill,19 W 49th StNew York NY 10020,(212) 332-7610,Seafood;American (New);Sushi Bars,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Katsuno,103-01 Metropolitan AveForest Hills NY 11375,(718) 575-4033,Japanese;Sushi Bars,No,5:00 PM,10:00 PM,5:00 PM,9:00 PM
The Finch,212 Greene AveClinton Hill NY 11238,(718) 218-4444,American (New);Wine Bars,No,5:30 PM,11:00 PM,5:00 PM,9:00 PM
Molyvos,871 7th AveNew York NY 10019,(212) 582-7500,Greek;Mediterranean,No,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Antique Bar and Bakery,122 Willow AveHoboken NJ 07030,(201) 683-7029,Bars;Bakeries,Yes,7:00 AM,2:00 AM,7:00 AM,2:00 AM
TAO Uptown,42 E 58th StNew York NY 10022,(212) 888-2288,Asian Fusion,Yes,11:30 AM,1:00 AM,12:00 PM,12:00 AM
44 & X Hell’s Kitchen,622 10th AveNew York NY 10036,(212) 977-1170,American (New);Breakfast & Brunch;Bars,Yes,11:30 AM,12:00 AM,11:30 AM,10:30 PM
Winnie’s Jazz Bar,63 W 38th StNew York NY 10018,(212) 729-0277,Cocktail Bars,No,6:00 PM,2:00 AM,CLOSED,CLOSED
Jubilee,948 1st AveNew York NY 10022,(212) 888-3569,French,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
The Breslin,16 W 29th StNew York NY 10001,(212) 679-1939,Pubs;Gastropubs;Breakfast & Brunch,No,7:00 AM,2:00 AM,7:00 AM,2:00 AM
ROKI Le Izakaya,12 W 21st StNew York NY 10010,(646) 383-7654,Sushi Bars;Ramen,Yes,5:00 PM,10:30 PM,CLOSED,CLOSED
Periyali,35 W 20th StNew York NY 10011,(212) 463-7890,Greek,No,5:30 PM,11:00 PM,5:00 PM,10:00 PM
Oceana,120 W 49th StNew York NY 10020,(212) 759-5941,Seafood,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Vandal,199 BoweryNew York NY 10002,(212) 400-0199,Lounges,No,11:30 AM,1:00 AM,11:30 AM,4:00 PM
212 Steakhouse,316 E 53rd StNew York NY 10022,(212) 858-0646,Steakhouses;Wine Bars;Seafood,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Sutton Inn,347 E 54th StNew York NY 10022,(646) 370-3045,American (New);Desserts,No,6:00 PM,11:00 PM,CLOSED,CLOSED
Isle of Capri,1028 3rd AveNew York NY 10065,(212) 223-9430,Italian,Yes,11:30 AM,10:00 PM,CLOSED,CLOSED
TAO Downtown,92 9th AveNew York NY 10011,(212) 888-2724,Lounges,No,5:00 PM,2:00 AM,5:00 PM,12:00 AM
Aretsky’s Patroon Townhouse,160 E 46th StNew York NY 10017,(212) 883-7373,American (Traditional);Bars;Steakhouses,No,CLOSED,CLOSED,CLOSED,CLOSED
Blue,1115 Richmond TerStaten Island NY 10310,(718) 273-7777,Mediterranean;Seafood;Asian Fusion,No,12:00 PM,12:00 AM,12:00 PM,10:00 PM
The Dolar Shop,36-36 Prince StFl 1Flushing NY 11354,(718) 358-7777,Chinese;Hot Pot,Yes,11:45 AM,12:00 AM,11:45 AM,12:00 AM
Rainhas Churrascaria,108-01 Northern BlvdCorona NY 11368,(718) 779-8808,Brazilian;Steakhouses,No,12:00 PM,12:00 AM,12:00 PM,10:00 PM
Rosa Mexicano,61 Columbus AveNew York NY 10023,(212) 977-7700,Mexican,Yes,11:30 AM,11:30 PM,11:30 AM,10:30 PM
Novita Restaurant,102 E 22nd StNew York NY 10010,(212) 677-2222,Italian,Yes,5:30 PM,11:00 PM,5:00 PM,10:00 PM
Swing 46,349 W 46th StNew York NY 10036,(212) 262-9554,American (New);Jazz & Blues;Cocktail Bars,Yes,5:00 PM,2:00 AM,5:00 PM,1:00 AM
48 Lounge,1221 Avenue Of The AmericasNew York NY 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,6:00 PM,3:30 AM,CLOSED,CLOSED
48 Lounge,1221 Avenue Of The AmericasNew York NY 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,6:00 PM,3:30 AM,CLOSED,CLOSED
Villanelle,15 E 12th StNew York NY 10003,(212) 989-2474,American (New);Desserts;Cocktail Bars,No,5:30 PM,10:30 PM,11:00 AM,3:00 PM
Elio’s,1621 2nd AveNew York NY 10028,(212) 772-2242,Italian,No,5:00 PM,12:00 AM,5:00 PM,12:00 AM
Korali Estiatorio,1662 3rd AveNew York NY 10128,(646) 964-5470,Greek;Mediterranean;Seafood,Yes,11:00 AM,10:30 PM,11:00 AM,10:00 PM
Limani,45 Rockerfeller PlzNew York NY 10111,(212) 858-9200,Mediterranean;Seafood,No,12:00 PM,12:00 AM,12:00 PM,10:00 PM
The Dutch,131 Sullivan StNew York NY 10012,(212) 677-6200,American (Traditional),Yes,10:00 AM,11:30 PM,10:00 AM,11:00 PM
Empellón - Taqueria,230 W 4th StNew York NY 10014,(212) 367-0999,Mexican;Venues & Event Spaces,Yes,11:45 AM,12:00 AM,11:45 AM,11:00 PM
Bar Bolonat,611 Hudson StNew York NY 10014,(212) 390-1545,Mediterranean,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
The Fat Radish,17 Orchard StNew York NY 10002,(212) 300-4053,British;American (New),Yes,11:00 AM,12:00 AM,11:00 AM,10:00 PM
The Stone House at Clove Lakes,1150 Clove RdStaten Island NY 10301,(718) 442-3600,Breakfast & Brunch;American (New);Venues & Event Spaces,Yes,12:00 PM,11:00 PM,11:00 AM,9:00 PM
Lafayette,380 Lafayette StNew York NY 10003,(212) 533-3000,French;Brasseries;Bakeries,Yes,8:00 AM,11:00 PM,8:00 AM,10:00 PM
Blenheim,283 W 12th StNew York NY 10014,(212) 243-7073,American (New),No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Camperdown Elm,441 7th AveBrooklyn NY 11215,(347) 294-4786,American (New),No,5:30 PM,11:00 PM,5:00 PM,10:00 PM
Pietros Ristorante,232 E 43rd StNew York NY 10017,(212) 682-9760,Steakhouses;Italian;Wine Bars,Yes,5:30 PM,10:00 PM,CLOSED,CLOSED
Rosa Mexicano,9 E 18th StNew York NY 10003,(212) 533-3350,Mexican,Yes,11:30 AM,11:30 PM,11:30 AM,10:30 PM
Yamagata,1636 Palisades AveFort Lee NJ 07024,(201) 585-0469,Sushi Bars;Japanese,Yes,11:30 AM,10:30 PM,5:00 PM,10:00 PM
Cafe Fiorello,1900 BroadwayNew York NY 10023,(212) 595-5330,Italian;Pizza;American (Traditional),Yes,9:00 AM,12:30 AM,9:00 AM,11:00 PM
Hanjan,36 W 26th StNew York NY 10010,(212) 206-7226,Korean;Wine Bars,Yes,5:00 PM,12:00 AM,5:00 PM,10:00 PM
Momokawa,68 W 3rd StLocated at Kopi KopiNew York NY 10012,(646) 286-5438,Japanese;Sushi Bars;Tapas/Small Plates,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Empire Steak House,151 E 50th StNew York NY 10022,(212) 582-6900,Steakhouses;Wine Bars;Seafood,Yes,4:00 PM,11:30 PM,11:30 AM,11:00 PM
The River Palm Terrace,1416 River RdEdgewater NJ 07020,(201) 224-2013,Steakhouses;Seafood,Yes,11:30 AM,11:00 PM,4:00 PM,11:00 PM
Mapo BBQ,14924 41st AveFlushing NY 11355,(718) 886-8292,Korean;Barbeque,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Tipsy Parson,156 9th AveNew York NY 10011,(212) 620-4545,American (New);Comfort Food;Cocktail Bars,Yes,10:00 AM,12:00 AM,10:00 AM,10:00 PM
Cucharamama,233 Clinton StHoboken NJ 07030,(201) 420-1700,Latin American;Beer Bar;Cocktail Bars,Yes,5:00 PM,11:00 PM,11:00 AM,9:00 PM
Cata Restaurant,245 BoweryNew York NY 10002,(212) 505-2282,Tapas/Small Plates;Cocktail Bars;Mediterranean,No,5:30 PM,12:00 AM,5:30 PM,10:30 PM
Socarrat Paella Bar - Midtown East,953 2nd AveNew York NY 10022,(212) 759-0101,Spanish;Tapas/Small Plates;Wine Bars,Yes,11:30 AM,11:30 PM,11:30 AM,11:00 PM
DeGrezia Ristorante,231 E 50th StNew York NY 10022,(212) 750-5353,Italian,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
